Mean Intensity,Duration,Label
5.278307692,65,1
5.343076923,13,1
3.869230769,65,1
2.604285714,14,1
4.261111111,9,1
3.477,10,1
5.343076923,13,1
5.445454545,11,1
3.869230769,65,1
5.278307692,65,1
5.278307692,65,1
0.48,2,0
0.09,1,0
0.845,4,0
0.24,2,0
1.649,10,0
3.89,1,0
1.175,2,0
4.023636364,11,0
8.00125,8,0
0.08,1,0
0.16,1,0
1.666666667,9,0
0.01,1,0
1.488333333,6,0
1.595384615,26,0
0.396666667,3,0
2.436666667,3,0
0.83,1,0
0.72,1,0
0.055,2,0
3.156666667,12,0
0.353333333,3,0
0.6125,8,0
0.858333333,6,0
0.265,4,0
1.123333333,3,0
0.715,2,0
0.15,1,0
0.385,2,0
0.858,5,0
0.288333333,6,0
0.183333333,3,0
0.855,6,0
0.91,1,0
0.615,2,0
2.835945946,37,0
0.04,1,0
0.4025,4,0
0.14,1,0
0.02,1,0
1.305,2,0
0.08,1,0
0.22,1,0
3.13,11,0
0.815,2,0
0.563333333,3,0
0.095,2,0
0.43,1,0
0.235,2,0
0.22,3,0
1.424,5,0
1.672,5,0
0.24,1,0
1.502857143,7,0
2.911764706,34,0
0.853333333,3,0
0.703333333,6,0
0.816666667,3,0
0.9175,4,0
1.203333333,3,0
0.43,3,0
1.675,2,0
0.42,1,0
0.84,1,0
0.854285714,7,0
0.1,1,0
0.956,5,0
0.09,1,0
0.396666667,3,0
0.95,2,0
2.66,4,0
0.15,4,0
0.463333333,3,0
1.3675,8,0
1.678181818,11,0
1.55,2,0
0.01,1,0
4.67,11,0
0.881666667,6,0
4.327142857,14,0
0.36,1,0
3.986111111,18,0
1.51,2,0
0.968,5,0
3.41,10,0
1.856666667,9,0
1.885,2,0
1.931428571,7,0
3.87,3,0
3.495245902,61,0
3.475454545,11,0
2.08,1,0
0.24,1,0
1.36,6,0
0.305,4,0
0.915,4,0
0.27,1,0
1.78,3,0
0.8,1,0
0.475,4,0
0.69,2,0
0.77,1,0
0.17,3,0
1.17,4,0
5.310540541,37,0
0.3,1,0
1.090909091,11,0
0.14,1,0
0.45,5,0
1.67875,8,0
1.075,4,0
0.592,10,0
1.699411765,17,0
0.785,6,0
0.662,10,0
3.64,3,0
0.01,1,0
0.29,1,0
0.3,1,0
4.65,1,0
0.12,2,0
0.767142857,7,0
0.46,3,0
0.6125,4,0
0.6,4,0
1.365294118,17,0
1.016666667,3,0
0.18,1,0
0.185,2,0
0.16,1,0
0.01,1,0
6.876,5,0
2.3225,4,0
0.05,1,0
0.25,1,0
1.041428571,7,0
0.01,1,0
3.913333333,9,0
3.314166667,12,0
0.455,2,0
0.525,4,0
0.11,1,0
0.1,1,0
0.175,2,0
0.81,2,0
0.11,1,0
2.17,3,0
1.865,2,0
1.545,2,0
0.07,1,0
0.175,2,0
0.01,1,0
0.316666667,3,0
0.27,2,0
0.18,2,0
0.303333333,3,0
1.464285714,14,0
1.61,1,0
4.036315789,38,0
1.694285714,7,0
1.688333333,6,0
2.848,25,0
0.28,1,0
0.4,1,0
0.73,4,0
1.085,10,0
1.034545455,11,0
1.3,1,0
1.295,2,0
0.2,1,0
0.61,2,0
0.165,2,0
0.445,2,0
0.365714286,7,0
4.445952381,84,0
0.541666667,6,0
1.398333333,6,0
1.206666667,3,0
0.01,1,0
0.65,6,0
0.11,1,0
0.1,1,0
0.155,2,0
0.03,1,0
1.636666667,3,0
0.74,2,0
0.406666667,3,0
0.78,1,0
0.59,4,0
0.2,2,0
1.135,4,0
0.836,5,0
0.08,1,0
1.134,5,0
1.163333333,3,0
1.61,2,0
1.03875,8,0
0.41,1,0
0.245,2,0
0.875,8,0
0.535,6,0
0.36,1,0
0.426666667,3,0
0.12,1,0
0.14,1,0
2.950909091,11,0
0.123333333,3,0
3.969333333,15,1
3.636666667,78,1
3.969333333,15,1
3.39,6,1
3.636666667,78,1
2.9375,4,1
3.605714286,7,1
3.636666667,78,1
3.636666667,78,1
5.399230769,13,1
2.4,4,1
2.4,4,1
2.886666667,6,1
2.5575,4,1
2.9375,4,1
5.399230769,13,1
5.399230769,13,1
3.241363636,22,1
3.241363636,22,1
4.952142857,42,1
3.636666667,78,1
5.378196721,61,1
2.9375,4,1
5.378196721,61,1
4.198666667,15,1
3.636666667,78,1
3.241363636,22,1
3.241363636,22,1
3.03,11,1
4.198666667,15,1
3.636666667,78,1
3.636666667,78,1
3.969333333,15,1
3.636666667,78,1
3.241363636,22,1
3.241363636,22,1
3.969333333,15,1
4.952142857,42,1
3.636666667,78,1
3.605714286,7,1
3.605714286,7,1
4.198666667,15,1
4.198666667,15,1
5.451,10,1
2.9375,4,1
2.4,4,1
5.378196721,61,1
5.399230769,13,1
3.241363636,22,1
2.886666667,6,1
3.969333333,15,1
3.241363636,22,1
4.322380952,63,1
2.9375,4,1
3.241363636,22,1
4.198666667,15,1
4.198666667,15,1
3.241363636,22,1
2.4,4,1
3.241363636,22,1
3.636666667,78,1
5.399230769,13,1
3.636666667,78,1
3.636666667,78,1
5.378196721,61,1
5.378196721,61,1
4.952142857,42,1
2.4,4,1
4.198666667,15,1
3.636666667,78,1
5.399230769,13,1
3.241363636,22,1
3.636666667,78,1
3.636666667,78,1
3.969333333,15,1
0.235,2,0
0.19,1,0
2.502,5,0
0.58,1,0
0.06,1,0
1.368,10,0
1.77,3,0
0.92,1,0
4.392727273,11,0
5.289230769,13,0
2.051111111,9,0
0.03,1,0
2.176666667,3,0
1.043333333,3,0
2.006315789,19,0
0.11,1,0
0.7275,4,0
2.71,3,0
1.07,1,0
0.41,1,0
1.275,4,0
1.286666667,12,0
0.545,2,0
1.177272727,11,0
0.01,1,0
0.28,1,0
0.06,1,0
0.68,3,0
0.32,1,0
0.14,1,0
0.466666667,3,0
1.09875,8,0
0.185,2,0
0.455,2,0
1.1,1,0
0.616,5,0
0.095,2,0
1.748333333,6,0
2.22483871,31,0
1.09,1,0
0.306666667,3,0
4.207692308,13,0
1.18,1,0
2.025,4,0
0.09,1,0
0.34,1,0
0.253333333,3,0
1.928333333,6,0
0.5725,4,0
0.24,1,0
2.33,9,0
2.915454545,22,0
2.042857143,14,0
0.2225,4,0
0.93,8,0
0.36,3,0
0.02,1,0
0.19,1,0
0.13,1,0
0.49,1,0
0.746666667,6,0
0.29,2,0
0.295,2,0
0.04,1,0
0.03,1,0
0.13,1,0
3.055714286,7,0
1.39,4,0
0.11,2,0
1.63375,8,0
3.34,6,0
0.26,1,0
2.11,2,0
0.69,1,0
0.06,1,0
4.381818182,11,0
0.246666667,3,0
4.971818182,11,0
0.81,1,0
5.017142857,14,0
0.195,2,0
0.655,2,0
0.586666667,3,0
0.654,5,0
3.122,10,0
1.459,10,0
0.703333333,3,0
3.422777778,72,0
1.06,1,0
2.026428571,14,0
0.145,2,0
0.8925,4,0
0.415,2,0
0.22,3,0
2.75,4,0
1.983333333,3,0
1.52,1,0
0.306666667,3,0
1.0375,4,0
1.2825,4,0
5.374324324,37,0
0.52,3,0
1.17,12,0
0.526666667,3,0
0.504,5,0
1.291428571,7,0
0.996666667,3,0
0.691538462,13,0
3.447857143,14,0
0.566,5,0
0.18,1,0
2.33,1,0
1.701428571,7,0
0.31,2,0
1.23,1,0
0.35,2,0
0.065,2,0
2.08,1,0
1.218,5,0
0.5925,4,0
0.305,2,0
1.825238095,21,0
0.03,1,0
0.01,1,0
0.05,1,0
4.781428571,7,0
2.927142857,7,0
0.623333333,3,0
0.31,1,0
1.165,2,0
0.01,1,0
4.573,10,0
1.691818182,11,0
0.173333333,3,0
0.09,1,0
0.28,1,0
0.065,2,0
0.525,2,0
0.45,2,0
0.08,1,0
1.696666667,3,0
2.77,1,0
0.13,3,0
0.496666667,3,0
0.79,1,0
0.63,2,0
0.17,1,0
0.03,1,0
0.185,2,0
0.66,1,0
1.1825,4,0
0.8575,4,0
0.54,2,0
3.902553191,47,0
4.102631579,19,0
1.378461538,13,0
0.49,1,0
1.3925,4,0
0.31,1,0
0.985,10,0
1.524444444,9,0
1.378571429,7,0
1.295,2,0
0.31,3,0
0.39,2,0
1.253333333,3,0
0.32,2,0
0.788571429,7,0
5.383018868,53,0
2.604444444,18,0
2.858,10,0
0.3275,4,0
0.47,2,0
0.578,5,0
0.456666667,3,0
0.04,1,0
0.15,1,0
0.22,3,0
0.1,2,0
0.185,2,0
0.73,1,0
0.25,2,0
0.51,1,0
0.93,3,0
0.605,2,0
0.16,1,0
1.23,1,0
0.845,2,0
1.31,5,0
1.04,1,0
0.43,3,0
1.736666667,3,0
0.41,1,0
1.73,2,0
0.15,1,0
0.765,4,0
2.72,2,0
0.26,1,0
0.1,2,0
0.13,1,0
0.738571429,7,0
0.42,3,0
0.48,2,0
0.15,1,0
0.06,1,0
3.082307692,13,0
0.09,1,0
3.263333333,18,1
3.887142857,21,1
6.859,40,1
3.480547945,73,1
3.480547945,73,1
6.859,40,1
6.859,40,1
6.859,40,1
3.480547945,73,1
6.859,40,1
3.263333333,18,1
3.887142857,21,1
3.887142857,21,1
3.263333333,18,1
6.859,40,1
3.887142857,21,1
3.480547945,73,1
5.403731343,67,1
6.859,40,1
3.887142857,21,1
6.859,40,1
3.887142857,21,1
7.593333333,6,1
6.859,40,1
3.887142857,21,1
3.887142857,21,1
3.887142857,21,1
3.480547945,73,1
3.263333333,18,1
3.480547945,73,1
3.887142857,21,1
1.62,5,1
3.887142857,21,1
3.480547945,73,1
5.403731343,67,1
3.855,8,1
5.403731343,67,1
6.859,40,1
5.403731343,67,1
6.859,40,1
3.480547945,73,1
3.263333333,18,1
6.859,40,1
6.859,40,1
5.403731343,67,1
3.887142857,21,1
6.859,40,1
3.480547945,73,1
3.887142857,21,1
3.887142857,21,1
3.887142857,21,1
5.403731343,67,1
5.403731343,67,1
3.352,5,1
6.859,40,1
6.859,40,1
4.49,8,1
3.887142857,21,1
3.855,8,1
5.403731343,67,1
5.403731343,67,1
6.859,40,1
3.480547945,73,1
3.480547945,73,1
6.859,40,1
4.321111111,9,1
1.42,1,0
1.0725,4,0
0.17,1,0
0.58,1,0
1.36,3,0
0.11,1,0
1.3575,4,0
2.54,5,0
2.56,10,0
0.14,1,0
4.736153846,13,0
3.625,8,0
0.01,1,0
1.279,10,0
1.888571429,7,0
5.266666667,9,0
0.23,1,0
1.945,2,0
0.06,2,0
0.09,1,0
0.25,2,0
0.5775,8,0
0.31,1,0
0.776,10,0
0.92,3,0
0.974705882,17,0
1.456666667,3,0
0.38,1,0
2.65,1,0
0.85,2,0
0.17,2,0
1.29,3,0
0.115,4,0
0.246666667,3,0
0.42,1,0
2.6125,4,0
0.06,1,0
2.102,30,0
0.745,4,0
0.17,1,0
0.59,6,0
3.083846154,13,0
0.675,2,0
1.25,1,0
0.165,2,0
0.38,1,0
0.6,1,0
0.12,1,0
3.1225,12,0
0.49,1,0
4.055,16,0
1.415333333,15,0
0.11,1,0
1.961,10,0
2.395,4,0
0.46,1,0
0.05,2,0
2.344,5,0
0.15,1,0
0.29,1,0
1.207142857,7,0
0.04,1,0
0.66,1,0
0.05,1,0
0.08,1,0
5.02375,8,0
0.16,1,0
0.225,2,0
0.275,2,0
0.155,2,0
1.515,2,0
0.02,1,0
3.038571429,7,0
4.375,2,0
4.566,10,0
0.2,1,0
4.91375,8,0
1.1,2,0
3.135,10,0
0.34,1,0
0.03,1,0
0.315,2,0
0.03,1,0
1.336666667,3,0
0.24,1,0
0.6,2,0
1.193333333,3,0
0.7,2,0
0.94,3,0
0.45,1,0
0.53,2,0
3.555555556,45,0
2.676875,32,0
1.504545455,11,0
0.415,2,0
0.7225,4,0
0.953333333,6,0
0.55,2,0
1.43,5,0
0.2025,4,0
0.908,5,0
1.11,2,0
6.917179487,39,0
0.415,2,0
0.777142857,7,0
0.73,1,0
0.72,6,0
0.335,2,0
1.25,4,0
0.41,1,0
0.91,1,0
0.608888889,9,0
0.23,1,0
5.984545455,11,0
0.515,4,0
0.396666667,3,0
0.05,1,0
0.31,1,0
2.316666667,3,0
0.72,1,0
0.6,4,0
0.39,1,0
0.19,1,0
0.19,1,0
0.986666667,3,0
0.14,1,0
0.9725,4,0
0.951111111,9,0
2.830555556,18,0
0.52,4,0
1.25,3,0
0.215,2,0
0.46,4,0
0.18,1,0
0.21,1,0
5.190625,16,0
0.01,1,0
0.29,1,0
0.13,1,0
0.78,3,0
2.588888889,9,0
0.37,1,0
2.926923077,13,0
0.01,1,0
0.3,4,0
0.07,1,0
0.826666667,3,0
1.41,3,0
0.03,1,0
0.02,1,0
0.49,1,0
2.31,4,0
0.12,1,0
3.62,2,0
3.315,2,0
0.615,2,0
0.32,1,0
0.08,1,0
1.42,1,0
0.365,2,0
0.01,1,0
0.223333333,3,0
0.655,2,0
0.385,2,0
2.655454545,11,0
3.209545455,22,0
2.961666667,6,0
0.205,2,0
0.06,1,0
4.267,20,0
0.915555556,9,0
0.21,1,0
0.42,1,0
0.13,1,0
3.27,4,0
0.27,1,0
0.53,7,0
1.01,4,0
1.24,5,0
0.51,4,0
0.243333333,3,0
0.03,1,0
0.625,2,0
2.27,3,0
2.14,1,0
1.095,2,0
5.089295775,71,0
1.336153846,13,0
0.70625,16,0
0.15,1,0
0.1,1,0
0.01,1,0
0.635,2,0
0.14,1,0
0.03,1,0
1.38,1,0
1.86,1,0
0.47,1,0
0.37,1,0
3.07,1,0
0.533333333,3,0
0.37,3,0
1.63,3,0
0.9,2,0
0.63,3,0
0.95,2,0
4.186,5,0
1.776666667,3,0
2.8,1,0
2.301428571,7,0
2.24,2,0
0.4,2,0
0.23,2,0
1.225,2,0
1.653333333,6,0
0.7,2,0
0.45,2,0
0.75,1,0
3.311666667,12,0
3.982380952,21,1
3.488714286,70,1
2.546,5,1
4.65015873,63,1
4.65015873,63,1
3.846923077,13,1
3.846923077,13,1
6.259,10,1
3.2575,4,1
3.982380952,21,1
5.611944444,36,1
4.65015873,63,1
2.565,4,1
6.259,10,1
6.259,10,1
5.381428571,7,1
3.982380952,21,1
2.305,4,1
3.982380952,21,1
6.259,10,1
3.982380952,21,1
3.488714286,70,1
6.259,10,1
4.65015873,63,1
6.259,10,1
5.381428571,7,1
6.259,10,1
3.488714286,70,1
6.259,10,1
3.488714286,70,1
3.488714286,70,1
3.488714286,70,1
4.65015873,63,1
3.846923077,13,1
3.488714286,70,1
6.259,10,1
6.259,10,1
2.305,4,1
3.982380952,21,1
3.982380952,21,1
6.259,10,1
3.982380952,21,1
6.259,10,1
5.381428571,7,1
5.461,10,1
4.65015873,63,1
2.305,4,1
4.65015873,63,1
4.65015873,63,1
6.259,10,1
3.488714286,70,1
3.2575,4,1
3.488714286,70,1
5.611944444,36,1
3.488714286,70,1
3.2575,4,1
5.381428571,7,1
4.65015873,63,1
3.2575,4,1
0.42,1,0
0.21,1,0
0.85,1,0
0.75,1,0
0.2875,4,0
4.146,5,0
1.536666667,3,0
0.04,1,0
3.71,8,0
3.329545455,22,0
0.03,2,0
2.056666667,3,0
1.14,1,0
2.63,1,0
2.125263158,19,0
0.89,4,0
2.2175,4,0
1.0475,4,0
2.05,7,0
0.86,1,0
0.225,2,0
0.25,1,0
0.68,4,0
0.9125,4,0
0.714285714,7,0
0.213333333,3,0
2.893333333,3,0
1.24,2,0
0.24,1,0
0.06,1,0
2.48,1,0
0.463333333,3,0
1.81,1,0
1.29,1,0
2.605,4,0
2.485,22,0
1.562857143,7,0
1.45,1,0
0.373333333,3,0
0.01,1,0
4.8225,8,0
1.22,1,0
0.185,2,0
0.19,2,0
0.5,1,0
0.545,4,0
1.318333333,12,0
3.131818182,11,0
2.470909091,11,0
2.876666667,9,0
0.58,2,0
0.326666667,3,0
0.01,1,0
0.366666667,3,0
1.13,4,0
0.185,2,0
0.3,2,0
0.045,2,0
0.25,1,0
0.01,1,0
0.611666667,6,0
0.44,1,0
0.366666667,3,0
0.77,1,0
0.44,1,0
3.074,5,0
0.38,2,0
1.484,5,0
0.31,1,0
0.11,1,0
2.318333333,6,0
0.3,1,0
2.04,2,0
0.31,1,0
0.05,2,0
1.25,1,0
0.86,1,0
4.955555556,9,0
0.67,1,0
0.74,3,0
4.027857143,14,0
0.35,1,0
0.3,1,0
4.978461538,13,0
0.333333333,3,0
0.865,2,0
0.075,2,0
0.986,5,0
3.121,10,0
0.035,2,0
2.63,5,0
0.59,1,0
2.167142857,7,0
3.679642857,28,0
3.055555556,9,0
3.129545455,22,0
1.74,1,0
2.33,15,0
0.09,1,0
0.835,4,0
0.396666667,3,0
1.473333333,3,0
0.76,1,0
0.345,2,0
0.01,1,0
0.93,1,0
5.611944444,36,0
0.32,3,0
1.709090909,11,0
0.1,1,0
0.14,1,0
0.356,5,0
0.93,3,0
1.926666667,3,0
0.603,10,0
2.47,27,0
1.79,1,0
0.4,2,0
2.043333333,3,0
0.13,1,0
1.31,1,0
0.06,1,0
0.25,2,0
0.69,3,0
0.77,2,0
0.62,3,0
0.41,2,0
1.325333333,15,0
0.11,1,0
2.386666667,6,0
1.695,4,0
0.841666667,6,0
0.37,1,0
2.756666667,9,0
2.6,5,0
0.556,5,0
0.54,2,0
0.07,1,0
0.13,1,0
0.57,1,0
0.03,1,0
0.325,2,0
0.496666667,6,0
1.066666667,3,0
0.49,2,0
0.352,5,0
0.36,2,0
0.11,1,0
0.27,1,0
0.145,2,0
0.06,1,0
0.476666667,3,0
0.39,5,0
0.13,2,0
0.585,2,0
0.36,1,0
0.534,10,0
2.040769231,13,0
5.564736842,19,0
1.576296296,27,0
4.515714286,7,0
1.382307692,13,0
1.241052632,19,0
0.907,10,0
1.19,9,0
0.586666667,3,0
0.38,1,0
1.136666667,3,0
0.18,2,0
0.6625,4,0
4.125694444,72,0
2.146,10,0
0.4,2,0
1.282,5,0
0.31,3,0
0.26,1,0
0.57,6,0
0.135,2,0
0.97,1,0
0.475,2,0
0.05,1,0
0.49,1,0
0.335,4,0
0.495,6,0
1.19,1,0
0.59,2,0
0.84625,8,0
0.261666667,6,0
1.34,1,0
0.4,1,0
0.07,1,0
1.056666667,3,0
0.55,1,0
1.165,2,0
1.7925,4,0
2.475,2,0
0.67,1,0
0.11,1,0
0.58,1,0
0.01,1,0
0.81,4,0
0.945714286,7,0
0.58,3,0
0.306666667,3,0
0.327142857,7,0
0.19,1,0
0.11,1,0
3.02,14,0
2.4725,8,1
2.136,5,1
3.116029412,68,1
3.31,17,1
3.31,17,1
5.78,8,1
3.116029412,68,1
5.898571429,35,1
3.31,17,1
5.898571429,35,1
3.116029412,68,1
3.116029412,68,1
5.586666667,9,1
3.997142857,7,1
3.792272727,66,1
5.898571429,35,1
2.4725,8,1
3.31,17,1
3.9325,4,1
3.9325,4,1
3.9325,4,1
3.31,17,1
3.116029412,68,1
5.78,8,1
3.116029412,68,1
3.792272727,66,1
3.31,17,1
5.78,8,1
5.898571429,35,1
3.9325,4,1
3.31,17,1
3.31,17,1
0.01,1,0
0.416666667,3,0
0.475,2,0
0.76,1,0
1.34,1,0
0.45,1,0
1.9925,4,0
0.87,3,0
3.427777778,9,0
2.449166667,12,0
0.18,6,0
0.01,1,0
1.623333333,3,0
0.53,1,0
3.36,1,0
0.975,4,0
4.235,12,0
0.793333333,3,0
1.256666667,6,0
0.01,1,0
2.435714286,7,0
0.055,2,0
1.42,1,0
0.38,1,0
0.37,1,0
0.275,2,0
0.42,1,0
0.15,1,0
7.105,2,0
0.975,2,0
2.2,1,0
1.95,1,0
0.07,1,0
0.48,1,0
0.82,1,0
0.395,2,0
2.475,22,0
0.97625,8,0
2.866,5,0
0.29,1,0
0.64,2,0
3.5875,8,0
0.68,1,0
0.7,1,0
0.02,1,0
0.66,1,0
1.285,2,0
2.105,6,0
4.04,4,0
0.656666667,3,0
3.038,10,0
1.753333333,12,0
0.175,2,0
0.32,1,0
1.44,1,0
0.23,1,0
0.366666667,3,0
0.706666667,3,0
0.565,2,0
0.17,1,0
0.63,5,0
0.56,1,0
0.755,2,0
1.21,1,0
0.503333333,3,0
0.64,1,0
0.05,1,0
2.64,1,0
0.12,1,0
0.04,1,0
0.13,1,0
0.878571429,7,0
0.49,1,0
1.465,2,0
0.601666667,6,0
4.845555556,9,0
0.603333333,6,0
5.992857143,7,0
0.12,1,0
0.43,1,0
3.49,14,0
0.76,1,0
0.454,5,0
0.116666667,3,0
0.03,1,0
0.888333333,6,0
2.241,10,0
0.01,1,0
1.457142857,7,0
0.04,1,0
0.833333333,6,0
1.723333333,3,0
3.205294118,34,0
2.723913043,23,0
2.37875,16,0
0.01,1,0
0.586666667,3,0
0.585,4,0
0.7,1,0
0.23,1,0
2.12,3,0
0.55,1,0
0.3,1,0
5.898571429,35,0
0.296,5,0
2.255454545,11,0
0.05,1,0
0.618333333,12,0
0.21,1,0
0.706,5,0
0.667142857,7,0
2.509411765,17,0
0.542,10,0
1.2,1,0
2.37,3,0
0.805,2,0
0.72,1,0
1.77,1,0
0.24,1,0
0.52,2,0
0.615,2,0
0.455,2,0
1.942727273,11,0
0.43,1,0
2.308333333,6,0
0.8725,8,0
1.15,1,0
0.65,3,0
2.685,2,0
0.855,2,0
0.06,2,0
0.065,4,0
0.243333333,3,0
0.43,1,0
0.31,3,0
1.316666667,3,0
0.333333333,3,0
0.253333333,3,0
0.29,2,0
0.33,1,0
0.12,2,0
0.516666667,3,0
0.491666667,6,0
0.19,2,0
0.28,3,0
0.14,1,0
0.365,2,0
0.25,2,0
0.345,6,0
2.135,12,0
0.28,1,0
3.96,29,0
0.18,1,0
1.030909091,11,0
1.808333333,12,0
1.414285714,7,0
1.351428571,14,0
1.206666667,6,0
0.833333333,3,0
0.4125,4,0
0.22,1,0
0.01,1,0
0.26,1,0
0.966,10,0
0.07,1,0
0.01,1,0
0.645,4,0
3.52125,72,0
1.585714286,7,0
0.92375,8,0
0.466,5,0
0.42,1,0
0.864285714,7,0
0.19,1,0
0.25,1,0
0.54,2,0
0.07,1,0
0.09,1,0
0.1,1,0
0.5625,4,0
0.723333333,3,0
0.09,1,0
0.4,1,0
0.49,2,0
0.795,2,0
0.94625,8,0
0.29,6,0
2.79,1,0
0.42,1,0
0.18,1,0
0.57,3,0
0.27,1,0
1.215,2,0
0.14,1,0
0.94,2,0
1.506666667,3,0
0.425,2,0
0.266666667,3,0
1.05,1,0
0.305,4,0
0.448333333,6,0
0.635,2,0
0.345,2,0
0.258333333,6,0
0.56,4,0
0.125,2,0
0.143333333,3,0
0.06,1,0
2.991666667,12,0
4.305,62,1
7.022647059,34,1
3.601617647,68,1
7.022647059,34,1
3.333333333,6,1
3.601617647,68,1
4.562,15,1
3.601617647,68,1
2.85,4,1
7.022647059,34,1
2.85,4,1
3.601617647,68,1
2.85,4,1
6.197142857,7,1
3.601617647,68,1
4.305,62,1
4.358571429,14,1
4.358571429,14,1
4.358571429,14,1
3.601617647,68,1
4.305,62,1
3.601617647,68,1
2.85,4,1
4.358571429,14,1
4.358571429,14,1
7.022647059,34,1
4.305,62,1
7.022647059,34,1
4.358571429,14,1
4.358571429,14,1
4.358571429,14,1
2.85,4,1
5.708,10,1
4.358571429,14,1
4.358571429,14,1
3.601617647,68,1
4.562,15,1
2.85,4,1
4.358571429,14,1
3.601617647,68,1
